CustomerID,Country,Quantity,UnitPrice,NumProducts,DayOfWeek,Month,Hour,IsReturning,SessionLength,PagesViewed,TotalSales,WillPurchase
18227,Sweden,35.0,24.71,15,2,7,18,0,,29,864.85,0
15454,Australia,24.0,131.95,18,0,3,16,1,2.4,16,3166.7999999999997,1
14434,Germany,36.0,,9,4,1,14,0,57.5,8,2744.46,1
14504,Germany,,86.74,19,4,1,19,0,42.3,29,2168.5,1
12272,Germany,26.0,112.83,17,1,3,11,1,1.8,12,2933.58,1
10921,France,3.0,109.04,16,4,10,9,0,42.6,8,327.12,0
15545,UK,43.0,17.02,8,3,6,16,1,5.9,27,731.86,0
18878,Norway,23.0,149.92,6,3,6,12,0,38.7,5,3448.16,1
10638,Germany,33.0,141.31,17,0,5,14,0,18.8,28,4663.2300000000005,1
18582,Netherlands,45.0,134.54,9,2,4,13,1,13.5,2,6054.299999999999,1
18276,UK,18.0,93.53,1,2,9,11,0,38.1,17,1683.54,1
12767,UK,31.0,78.66,14,5,1,20,0,26.6,17,2438.46,1
16316,UK,1.0,80.67,7,5,8,12,1,4.8,28,80.67,0
11652,UK,44.0,2.73,18,6,12,16,1,49.5,27,120.12,0
17580,UK,3.0,75.17,17,3,11,10,1,,25,225.51,0
17005,UK,27.0,93.75,2,2,5,20,1,37.5,27,2531.25,1
13545,UK,18.0,98.98,18,3,11,20,0,37.0,26,1781.64,1
10679,UK,2.0,50.15,19,5,3,8,1,4.3,15,100.3,0
19706,UK,23.0,70.96,15,4,3,16,1,59.8,26,1632.08,1
14456,Norway,46.0,95.63,6,4,5,15,1,27.4,23,4398.98,1
18931,UK,9.0,64.53,13,3,1,10,0,13.1,12,580.77,0
16779,UK,15.0,144.34,17,4,4,18,1,26.8,26,2165.1,1
17783,UK,10.0,105.96,16,6,11,17,1,36.6,1,1059.6,0
17598,UK,7.0,0.69,9,4,10,18,1,1.2,3,4.83,0
11946,UK,12.0,3.98,14,2,4,15,1,18.7,5,47.76,0
13639,Germany,29.0,103.7,8,5,4,17,0,32.6,16,3007.3,1
14667,Norway,39.0,62.19,5,6,5,17,1,42.0,3,2425.41,1
14977,UK,34.0,126.0,13,5,2,17,1,19.5,7,4284.0,1
10438,France,38.0,26.37,9,6,2,15,1,,8,1002.0600000000001,0
15465,UK,36.0,2.57,5,1,12,17,1,14.1,8,92.52,0
11542,UK,19.0,58.52,13,2,9,8,0,18.3,2,1111.88,0
17433,UK,45.0,110.54,7,1,9,16,0,41.6,7,4974.3,1
16830,UK,9.0,145.77,12,2,4,10,0,20.9,9,1311.93,0
19225,Germany,35.0,132.61,7,5,11,13,1,17.5,23,4641.35,1
17447,France,6.0,72.87,17,4,3,17,1,18.6,18,437.22,0
13666,France,38.0,122.02,17,0,12,9,1,37.1,10,4636.76,1
19675,UK,5.0,11.01,10,5,7,17,0,34.1,5,55.05,0
14108,Germany,11.0,86.05,14,1,4,11,0,25.0,15,946.55,0
13258,UK,20.0,138.68,4,1,10,17,1,38.3,10,2773.6000000000004,1
19055,UK,35.0,59.76,19,3,6,17,0,38.9,21,2091.6,1
13704,UK,3.0,144.04,5,1,4,8,0,1.8,7,432.12,0
10763,France,13.0,33.49,17,6,9,11,0,21.0,29,435.37,0
14695,Norway,17.0,16.29,17,1,9,18,0,15.4,3,276.93,0
17956,UK,36.0,78.95,4,1,8,12,1,49.9,25,2842.2000000000003,1
11894,Germany,48.0,136.13,1,5,6,13,1,17.3,20,6534.24,1
14629,Netherlands,31.0,47.04,15,2,4,8,1,19.7,20,1458.24,0
11299,Australia,25.0,120.12,17,5,5,17,0,32.7,26,3003.0,1
16864,UK,17.0,25.79,14,4,11,9,1,33.3,14,438.43,0
14757,Germany,41.0,111.96,2,1,5,11,1,48.8,21,4590.36,1
13301,France,6.0,83.78,13,4,12,14,0,23.9,16,502.68,0
12269,Japan,7.0,26.67,8,3,2,18,0,17.6,20,186.69,0
15644,UK,10.0,,18,0,2,14,1,36.9,17,762.35,0
16698,Sweden,14.0,107.21,16,5,4,20,0,44.0,29,1500.9399999999998,1
19403,UK,23.0,77.56,16,6,1,14,0,59.6,10,1783.88,1
14371,Australia,47.0,34.21,8,6,11,11,0,37.5,22,1607.8700000000001,1
11606,UK,32.0,20.28,7,0,5,10,1,30.0,5,648.96,0
18326,UK,19.0,143.61,16,1,2,18,0,8.9,2,2728.59,1
16297,UK,11.0,98.54,3,5,8,13,0,59.2,21,1083.94,0
17002,UK,32.0,121.48,2,2,12,15,1,41.4,7,3887.36,1
10972,UK,13.0,104.7,2,4,12,12,0,10.7,1,1361.1000000000001,0
13123,UK,48.0,124.51,10,2,2,11,0,28.1,19,5976.4800000000005,1
17678,UK,24.0,24.79,2,1,10,15,0,34.1,18,594.96,0
18322,UK,27.0,74.79,12,4,5,11,0,13.8,19,2019.3300000000002,1
14352,Netherlands,45.0,100.24,4,1,11,20,1,44.2,14,4510.8,1
18047,Japan,15.0,15.96,17,0,8,17,1,39.4,25,239.4,0
18416,France,24.0,22.92,9,3,9,18,1,14.8,1,550.08,0
13874,UK,27.0,95.28,2,1,11,11,0,59.4,5,2572.56,1
18980,UK,14.0,130.37,14,1,11,8,0,57.0,11,1825.18,1
12883,Sweden,3.0,99.23,7,5,2,8,0,16.7,29,297.69,0
12395,UK,14.0,5.91,5,3,9,19,0,27.1,21,82.74000000000001,0
16824,UK,6.0,145.58,13,3,2,19,1,53.8,15,873.48,0
16367,Sweden,34.0,21.36,19,1,12,16,0,25.0,28,726.24,0
11397,Norway,1.0,35.27,19,1,8,15,1,57.3,27,35.27,0
18327,UK,16.0,146.26,9,2,3,10,1,12.8,4,2340.16,1
11999,France,44.0,115.77,17,2,4,17,0,43.7,16,5093.88,1
18048,UK,28.0,140.52,4,3,11,14,0,36.4,28,3934.5600000000004,1
10073,Netherlands,,121.09,17,0,8,15,1,21.4,6,3027.25,1
17968,UK,33.0,97.93,18,6,3,8,1,43.3,5,3231.69,1
17869,UK,15.0,43.04,10,2,10,14,1,2.4,11,645.6,0
17803,Germany,31.0,49.37,10,5,9,17,1,14.6,29,1530.47,1
16648,UK,11.0,142.12,11,2,1,18,0,16.4,7,1563.3200000000002,1
14715,France,32.0,129.16,2,3,4,9,0,7.9,19,4133.12,1
17051,UK,34.0,,17,0,11,8,0,3.0,8,2591.99,1
12771,Japan,43.0,56.3,15,4,5,19,1,21.8,22,2420.9,1
17807,Australia,46.0,45.01,17,0,1,12,1,13.9,26,2070.46,1
15556,UK,2.0,49.26,3,5,8,14,0,8.8,2,98.52,0
14589,Netherlands,15.0,129.17,16,6,11,16,0,10.3,11,1937.5499999999997,1
15056,UK,27.0,2.07,7,2,7,14,0,49.7,17,55.88999999999999,0
15687,UK,16.0,65.69,16,6,12,20,1,6.6,6,1051.04,0
10372,UK,31.0,141.45,19,4,2,18,0,43.8,19,4384.95,1
11397,Japan,42.0,81.62,17,0,9,13,0,4.2,11,3428.04,1
12454,Australia,13.0,67.84,18,1,8,10,1,3.4,2,881.9200000000001,0
11145,Sweden,44.0,47.2,3,4,12,20,0,27.1,18,2076.8,1
14396,Japan,44.0,11.55,7,4,7,17,1,23.5,2,508.20000000000005,0
16684,Norway,45.0,34.06,6,0,10,17,1,33.2,6,1532.7,1
16544,UK,4.0,14.02,10,4,2,14,0,42.5,5,56.08,0
14710,Sweden,15.0,,19,5,1,14,1,19.3,2,1143.525,0
18550,Germany,7.0,24.95,14,0,9,10,1,12.5,12,174.65,0
15652,UK,6.0,45.65,11,6,1,13,0,49.5,26,273.9,0
10791,Germany,3.0,2.15,16,3,11,15,0,10.8,9,6.449999999999999,0
17649,UK,22.0,142.55,4,4,1,9,0,48.1,7,3136.1000000000004,1
15746,UK,5.0,19.01,13,0,9,16,1,35.6,24,95.05000000000001,0
16347,UK,15.0,57.78,10,4,6,15,1,18.1,28,866.7,0
15653,UK,49.0,131.99,4,3,8,18,0,19.5,9,6467.51,1
15535,UK,44.0,16.43,13,2,8,8,1,22.9,2,722.92,0
10905,Japan,46.0,72.8,16,5,6,10,0,35.9,23,3348.7999999999997,1
15592,Germany,2.0,126.8,16,1,6,13,0,58.8,19,253.6,0
17949,UK,33.0,83.77,17,0,7,19,1,19.8,29,2764.41,1
13039,UK,32.0,31.95,16,3,9,11,0,56.6,20,1022.4,0
16028,UK,7.0,110.46,9,5,9,20,1,13.1,27,773.2199999999999,0
10308,UK,45.0,102.36,1,0,6,20,1,7.7,5,4606.2,1
13474,Australia,20.0,54.65,19,6,5,9,1,32.4,5,1093.0,0
14367,UK,48.0,7.42,9,4,1,12,0,58.6,20,356.15999999999997,0
19827,France,6.0,1.68,13,6,10,11,0,29.6,22,10.08,0
12145,Netherlands,32.0,123.9,1,3,3,14,0,48.2,12,3964.8,1
12765,Germany,7.0,48.57,17,0,6,20,1,28.9,13,339.99,0
14085,Japan,47.0,21.1,17,1,12,12,0,51.2,12,991.7,0
19926,UK,30.0,78.02,18,3,10,16,0,49.0,2,2340.6,1
18534,Japan,4.0,138.16,4,4,5,9,0,41.5,26,552.64,0
10346,France,11.0,1.77,17,5,6,15,1,37.3,27,19.47,0
12339,Netherlands,18.0,,12,5,4,12,1,31.6,28,1372.23,0
18216,France,1.0,62.85,3,5,8,19,1,57.4,15,62.85,0
10583,Australia,1.0,101.56,11,4,2,18,0,33.9,5,101.56,0
18556,Norway,46.0,71.68,10,0,12,10,1,20.9,12,3297.28,1
12813,UK,49.0,134.68,12,3,12,16,1,53.1,20,6599.320000000001,1
19176,Australia,27.0,7.09,2,5,4,12,0,39.9,6,191.43,0
12935,France,45.0,51.35,11,5,3,13,0,33.9,5,2310.75,1
14343,UK,33.0,53.03,13,5,7,14,1,41.2,29,1749.99,1
16619,Sweden,2.0,51.35,14,0,8,18,0,21.6,2,102.7,0
11262,UK,36.0,73.41,15,3,8,11,0,25.8,18,2642.7599999999998,1
15570,Germany,1.0,118.69,12,4,1,8,1,,5,118.69,0
15050,UK,41.0,48.02,14,1,9,10,0,,1,1968.8200000000002,1
17838,UK,18.0,111.8,2,2,1,18,1,40.3,19,2012.3999999999999,1
19961,Australia,7.0,22.4,16,0,5,11,1,49.6,6,156.79999999999998,0
16643,UK,13.0,84.33,7,1,9,8,0,19.7,22,1096.29,0
14091,UK,34.0,56.58,11,0,11,13,1,59.7,24,1923.72,1
14063,UK,42.0,81.11,11,6,8,19,0,22.1,15,3406.62,1
14179,UK,28.0,16.61,19,6,2,19,0,21.9,5,465.08,0
18140,Australia,8.0,143.04,7,2,9,20,1,57.7,28,1144.32,0
13212,Japan,45.0,,8,0,1,16,0,39.6,11,3430.575,1
11669,UK,39.0,124.05,15,2,3,18,1,,23,4837.95,1
13342,Germany,21.0,133.97,13,3,2,18,0,37.8,6,2813.37,1
10227,UK,28.0,,7,1,12,8,1,15.5,5,2134.58,1
11061,Germany,48.0,75.81,7,4,5,13,1,24.1,20,3638.88,1
10900,UK,19.0,48.03,16,6,7,14,1,,7,912.57,0
17715,UK,2.0,133.16,16,5,10,14,0,29.9,16,266.32,0
17223,UK,8.0,28.82,3,5,12,18,0,42.8,18,230.56,0
16967,Germany,30.0,33.38,8,5,12,20,1,10.8,4,1001.4000000000001,0
14618,UK,49.0,103.16,15,0,2,15,1,24.6,10,5054.84,1
17170,UK,37.0,13.79,3,3,5,9,1,50.5,6,510.22999999999996,0
11612,Australia,31.0,109.99,4,3,5,12,0,56.5,1,3409.69,1
19006,France,16.0,40.59,4,0,10,10,0,20.1,28,649.44,0
15010,UK,22.0,99.31,11,1,5,14,0,11.2,1,2184.82,1
19380,Australia,2.0,131.02,9,3,3,11,1,2.4,25,262.04,0
11523,Japan,19.0,91.64,7,5,10,9,1,8.5,12,1741.16,1
14973,UK,31.0,32.3,3,1,6,10,0,50.3,9,1001.3,0
16963,Germany,45.0,7.85,13,3,9,14,0,27.9,16,353.25,0
14956,UK,46.0,7.17,16,0,5,9,1,18.2,27,329.82,0
14461,France,41.0,13.78,5,0,6,8,0,46.8,19,564.98,0
11662,UK,2.0,87.18,13,4,1,11,0,47.8,3,174.36,0
13810,France,40.0,52.56,16,3,1,16,0,22.4,23,2102.4,1
12387,UK,11.0,36.84,11,5,1,16,1,54.2,23,405.24,0
13015,UK,31.0,33.29,11,6,3,13,1,28.3,29,1031.99,0
16837,Sweden,47.0,142.31,4,1,5,16,0,16.4,6,6688.57,1
16302,UK,44.0,18.26,19,2,1,10,1,54.1,25,803.44,0
16071,Japan,33.0,46.07,19,5,2,17,1,,11,1520.31,1
13618,Norway,,70.99,14,0,11,8,1,59.8,11,1774.7499999999998,1
19596,Japan,26.0,0.57,18,5,11,9,0,37.2,19,14.819999999999999,0
10876,UK,35.0,138.18,12,6,4,19,0,55.0,16,4836.3,1
13425,Australia,26.0,15.32,13,0,12,14,1,11.6,7,398.32,0
11180,UK,20.0,102.53,16,0,2,15,0,24.0,7,2050.6,1
13389,UK,20.0,94.52,1,4,1,13,1,52.5,19,1890.3999999999999,1
19618,Japan,30.0,121.46,5,3,5,16,1,50.4,29,3643.7999999999997,1
13662,France,2.0,,4,6,4,17,1,52.4,7,152.47,0
19085,UK,49.0,115.52,13,3,1,18,1,17.5,16,5660.48,1
14950,UK,6.0,,5,4,11,11,0,37.4,9,457.40999999999997,0
16997,Australia,49.0,73.56,8,1,12,16,0,24.0,8,3604.44,1
14574,France,2.0,105.4,10,2,4,18,0,19.9,24,210.8,0
12658,UK,26.0,85.48,15,1,4,13,0,31.7,21,2222.48,1
17642,Japan,21.0,76.98,10,1,9,12,1,43.2,14,1616.5800000000002,1
19691,UK,29.0,,1,0,12,16,0,31.6,15,2210.815,1
12635,UK,22.0,39.09,14,6,4,15,0,14.6,13,859.98,0
17787,Germany,44.0,54.1,9,0,9,11,0,48.6,29,2380.4,1
12611,Norway,1.0,1.89,3,3,1,20,0,58.7,28,1.89,0
17168,UK,49.0,62.9,13,3,7,15,1,22.4,3,3082.1,1
17890,UK,34.0,0.91,6,0,12,15,0,51.1,24,30.94,0
14493,UK,39.0,84.97,9,5,6,10,1,52.0,10,3313.83,1
17369,Japan,7.0,105.75,19,3,8,16,0,16.4,19,740.25,0
12722,UK,4.0,84.54,5,0,9,19,1,42.6,28,338.16,0
10792,UK,20.0,104.18,17,0,8,17,1,56.4,13,2083.6000000000004,1
10963,Norway,16.0,,9,4,9,14,0,44.7,14,1219.76,0
14470,UK,39.0,9.39,18,4,11,16,1,2.8,19,366.21000000000004,0
19026,Germany,44.0,104.92,17,2,1,11,0,36.7,10,4616.4800000000005,1
11275,UK,21.0,120.53,16,2,11,8,1,,8,2531.13,1
14557,Australia,38.0,107.8,4,0,11,16,1,37.5,18,4096.4,1
17040,UK,3.0,99.62,16,0,11,10,0,2.7,7,298.86,0
12023,UK,37.0,106.25,7,3,5,9,0,8.1,20,3931.25,1
17216,UK,5.0,111.07,18,2,7,18,1,48.3,8,555.3499999999999,0
13059,France,33.0,108.79,19,1,5,13,1,29.8,3,3590.07,1
18086,Netherlands,19.0,110.83,12,2,11,19,1,57.5,3,2105.77,1
15792,UK,21.0,11.57,18,4,5,19,1,25.5,8,242.97,0
15469,UK,14.0,9.96,11,2,4,9,0,49.5,3,139.44,0
11767,Japan,20.0,54.49,1,2,9,17,0,3.1,9,1089.8,0
14632,UK,43.0,79.38,17,1,1,12,1,50.6,13,3413.3399999999997,1
18566,UK,40.0,114.51,11,4,5,17,0,51.7,8,4580.400000000001,1
10195,Germany,17.0,50.54,1,0,3,8,1,22.4,16,859.18,0
17585,UK,15.0,41.63,2,6,5,14,0,19.3,12,624.45,0
14927,UK,25.0,117.33,14,3,6,16,1,54.7,3,2933.25,1
17194,UK,34.0,37.78,18,1,1,13,1,46.9,10,1284.52,0
16632,UK,9.0,123.22,14,5,11,15,0,36.3,1,1108.98,0
14320,UK,36.0,26.98,9,6,5,8,0,26.7,22,971.28,0
13086,France,47.0,54.24,6,0,5,8,1,54.8,13,2549.28,1
16273,Germany,42.0,60.46,8,1,2,15,0,45.1,18,2539.32,1
11402,UK,27.0,45.28,7,1,12,13,0,25.6,5,1222.56,0
15840,Australia,16.0,1.0,6,0,11,15,0,30.3,13,16.0,0
10946,UK,16.0,35.71,3,5,6,12,1,6.8,24,571.36,0
16498,Netherlands,37.0,50.98,11,1,5,8,1,48.8,6,1886.26,1
16287,UK,23.0,47.39,5,2,6,17,1,50.7,29,1089.97,0
10844,Netherlands,6.0,117.94,3,5,12,9,1,22.0,13,707.64,0
17574,UK,34.0,7.58,6,4,3,18,1,19.3,4,257.72,0
14158,UK,7.0,58.65,16,4,9,8,1,15.9,6,410.55,0
17868,UK,49.0,6.11,11,0,11,20,1,11.2,14,299.39000000000004,0
10416,UK,,139.63,10,6,10,11,1,56.9,28,3490.75,1
11794,UK,17.0,118.64,12,0,11,19,1,45.8,14,2016.88,1
14939,France,3.0,147.33,11,4,12,8,0,26.6,6,441.99,0
11882,Australia,9.0,136.57,10,4,1,13,0,7.5,12,1229.1299999999999,0
13298,UK,47.0,47.71,16,2,3,13,0,,25,2242.37,1
16605,Japan,27.0,103.89,14,5,2,10,0,42.9,29,2805.03,1
11445,Netherlands,45.0,46.33,4,6,7,14,0,13.0,18,2084.85,1
16777,Japan,,133.29,16,0,5,10,1,21.5,26,3332.25,1
11034,France,3.0,61.91,4,6,1,13,1,57.5,24,185.73,0
11751,France,19.0,56.7,2,1,7,12,0,35.3,13,1077.3,0
15876,UK,42.0,137.15,8,5,2,10,1,48.7,26,5760.3,1
17934,France,25.0,125.59,8,5,5,18,1,7.1,3,3139.75,1
11705,Sweden,25.0,144.98,15,3,5,14,0,20.5,24,3624.4999999999995,1
12999,UK,28.0,10.44,14,6,11,18,0,53.8,17,292.32,0
19251,UK,35.0,36.88,2,5,9,18,1,48.8,18,1290.8000000000002,0
19896,UK,46.0,45.48,10,3,8,11,1,43.7,28,2092.08,1
15810,Sweden,44.0,63.94,16,1,10,11,0,35.7,8,2813.3599999999997,1
14470,UK,31.0,71.23,14,3,3,20,1,16.9,6,2208.13,1
13468,France,,44.08,10,6,4,12,1,35.5,20,1102.0,0
16124,Australia,18.0,118.67,12,1,10,9,1,4.0,22,2136.06,1
15909,Norway,6.0,33.87,11,6,9,15,1,12.9,1,203.21999999999997,0
12947,UK,35.0,104.63,5,1,1,20,0,31.6,15,3662.0499999999997,1
10228,Netherlands,1.0,127.84,11,4,3,11,1,1.1,11,127.84,0
11514,Japan,35.0,,13,4,3,16,0,14.7,24,2668.225,1
19585,UK,25.0,53.45,2,1,1,12,1,10.0,25,1336.25,0
14181,Netherlands,39.0,28.59,14,3,8,13,1,21.4,5,1115.01,0
14823,UK,47.0,20.58,5,1,1,13,1,51.6,17,967.2599999999999,0
14671,Germany,28.0,111.75,1,2,11,9,1,56.9,21,3129.0,1
17827,UK,29.0,70.64,15,6,8,13,1,10.7,8,2048.56,1
10649,UK,24.0,7.42,8,0,10,11,1,14.6,28,178.07999999999998,0
10827,UK,19.0,147.58,8,6,6,18,1,51.0,26,2804.0200000000004,1
12758,UK,5.0,100.86,12,4,12,10,1,11.2,5,504.3,0
14866,UK,2.0,126.71,11,5,4,19,0,44.7,1,253.42,0
16711,Germany,36.0,66.01,12,1,7,8,0,6.0,17,2376.36,1
14907,UK,45.0,143.34,18,6,1,13,0,39.3,26,6450.3,1
14411,UK,3.0,30.33,13,1,10,11,1,16.7,20,90.99,0
19378,France,17.0,28.18,1,3,7,13,1,45.2,23,479.06,0
11610,France,30.0,133.61,5,0,3,18,0,31.6,21,4008.3,1
15717,UK,35.0,133.81,9,6,10,20,1,11.6,5,4683.35,1
15422,Sweden,,75.1,9,4,12,17,0,24.7,2,1877.4999999999998,1
14734,UK,35.0,19.31,7,1,1,14,1,31.3,2,675.8499999999999,0
18075,Australia,5.0,46.13,4,4,11,14,1,59.8,29,230.65,0
12669,UK,13.0,,3,1,9,20,0,29.3,28,991.055,0
19537,France,23.0,126.98,3,3,5,20,0,9.9,25,2920.54,1
13315,Norway,4.0,52.47,19,3,8,17,0,33.8,2,209.88,0
15450,Australia,17.0,9.65,8,6,10,10,0,14.0,26,164.05,0
15206,Germany,19.0,100.03,19,2,6,11,0,52.9,29,1900.57,1
18497,Germany,48.0,111.05,7,0,8,11,0,50.2,23,5330.4,1
14389,UK,16.0,63.89,6,3,1,10,1,8.6,13,1022.24,0
12845,France,48.0,87.67,10,6,12,20,1,35.7,3,4208.16,1
10216,Netherlands,35.0,148.11,18,5,12,10,0,42.1,11,5183.85,1
13636,Norway,34.0,37.13,11,0,3,19,1,15.8,6,1262.42,0
18262,UK,41.0,86.16,1,0,6,18,0,38.0,19,3532.56,1
10099,UK,42.0,91.84,6,5,3,14,0,28.3,26,3857.28,1
18961,Germany,11.0,82.59,19,5,5,11,0,,15,908.49,0
15428,UK,21.0,130.43,3,3,4,11,1,33.5,2,2739.03,1
11402,UK,26.0,,16,0,11,16,0,,12,1982.11,1
13021,UK,48.0,76.43,18,1,9,16,0,42.9,24,3668.6400000000003,1
15540,France,2.0,18.89,5,5,11,15,0,27.7,19,37.78,0
13156,UK,24.0,105.63,11,0,10,15,1,43.6,2,2535.12,1
11085,UK,11.0,20.25,12,1,9,18,1,29.7,11,222.75,0
16659,UK,11.0,4.47,16,3,2,17,0,40.1,11,49.169999999999995,0
16722,Japan,38.0,73.54,16,5,10,17,0,16.5,1,2794.5200000000004,1
11188,France,10.0,86.08,2,5,10,11,0,33.0,11,860.8,0
12812,UK,39.0,149.86,7,4,2,8,0,28.6,24,5844.540000000001,1
12438,UK,49.0,106.99,18,3,2,13,1,18.8,4,5242.509999999999,1
16594,Germany,39.0,127.36,7,2,10,12,0,4.7,15,4967.04,1
17302,UK,9.0,52.29,5,0,5,12,0,31.1,20,470.61,0
17269,Germany,7.0,76.58,12,1,4,14,0,1.6,20,536.06,0
19387,UK,22.0,146.15,4,1,5,20,1,24.0,10,3215.3,1
17686,Sweden,28.0,62.9,3,0,11,18,1,22.9,17,1761.2,1
13206,UK,39.0,121.19,16,5,5,16,1,38.4,21,4726.41,1
11077,France,21.0,79.14,3,2,5,17,1,59.3,18,1661.94,1
16146,UK,,33.98,17,3,5,13,1,51.6,25,849.4999999999999,0
19160,Norway,49.0,,5,1,1,15,1,58.5,7,3735.515,1
19751,Norway,45.0,33.1,3,4,1,13,0,57.1,4,1489.5,1
12302,France,33.0,0.95,15,0,5,18,1,5.4,28,31.349999999999998,0
12364,UK,35.0,35.77,4,4,1,20,1,17.6,22,1251.95,0
10374,UK,46.0,29.38,7,5,10,13,0,18.5,13,1351.48,0
11412,Australia,24.0,55.95,7,2,6,17,0,5.2,17,1342.8000000000002,0
15548,France,8.0,133.35,10,1,7,8,1,51.0,27,1066.8,0
15468,UK,30.0,58.48,9,5,5,13,0,53.8,26,1754.3999999999999,1
13709,UK,23.0,126.86,4,1,10,19,0,36.7,24,2917.78,1
13099,UK,40.0,83.56,5,1,6,16,1,53.6,18,3342.4,1
18297,Australia,38.0,1.64,4,2,1,14,1,43.1,21,62.31999999999999,0
14600,France,24.0,28.72,2,6,6,10,0,27.0,17,689.28,0
18082,Germany,19.0,139.73,13,3,3,18,1,9.8,14,2654.87,1
19632,Germany,21.0,90.82,9,1,8,20,1,57.6,20,1907.2199999999998,1
13171,UK,31.0,139.47,3,3,7,13,0,41.8,1,4323.57,1
12027,UK,32.0,46.86,7,2,6,18,1,21.9,24,1499.52,1
19528,UK,26.0,107.63,13,4,5,15,0,8.6,10,2798.38,1
16348,Netherlands,27.0,,6,3,8,13,1,48.1,16,2058.345,1
12909,UK,49.0,146.37,8,4,9,12,0,48.3,20,7172.13,1
16218,UK,,3.22,15,3,11,14,1,33.0,10,80.5,0
15150,UK,9.0,142.86,13,3,12,13,0,60.0,10,1285.7400000000002,0
19055,UK,40.0,59.04,14,3,1,16,1,23.8,6,2361.6,1
12559,Germany,46.0,125.78,8,2,8,9,0,56.6,3,5785.88,1
19913,UK,30.0,81.93,10,6,2,14,1,38.2,26,2457.9,1
19360,UK,20.0,84.92,17,1,6,17,1,44.4,16,1698.4,1
11807,Netherlands,18.0,54.23,17,5,9,18,0,55.1,20,976.14,0
11646,UK,23.0,124.36,2,4,7,11,0,50.0,5,2860.28,1
15331,UK,3.0,39.97,16,3,10,15,0,18.0,25,119.91,0
10449,UK,,74.09,17,2,11,11,1,52.2,9,1852.25,1
12987,Australia,14.0,84.25,18,3,12,18,1,32.8,14,1179.5,0
14350,UK,14.0,111.51,6,5,9,12,1,3.6,15,1561.14,1
19693,Netherlands,,71.01,10,1,9,16,1,40.8,22,1775.2500000000002,1
19923,Sweden,48.0,102.2,1,4,10,13,0,30.5,4,4905.6,1
11515,France,11.0,73.05,3,5,3,11,1,,27,803.55,0
18916,UK,45.0,99.07,11,4,4,15,0,25.3,4,4458.15,1
10909,France,26.0,101.28,4,1,5,16,0,4.8,19,2633.28,1
17486,UK,,106.56,5,3,9,16,0,11.6,7,2664.0,1
18456,UK,19.0,,6,1,5,18,0,45.6,27,1448.465,0
18907,UK,49.0,81.34,9,6,2,16,0,14.8,18,3985.6600000000003,1
12234,UK,33.0,29.4,3,2,10,19,0,38.0,28,970.1999999999999,0
18934,UK,33.0,102.11,16,2,9,13,0,33.0,28,3369.63,1
11159,UK,28.0,12.03,13,6,8,14,0,14.1,8,336.84,0
15188,UK,23.0,,16,2,11,14,0,17.6,7,1753.405,1
14695,UK,26.0,118.93,18,1,10,15,1,23.6,4,3092.1800000000003,1
13159,Germany,,65.54,12,6,11,9,0,52.9,21,1638.5000000000002,1
10221,Sweden,39.0,74.96,7,4,4,19,1,56.5,1,2923.4399999999996,1
